Station,Pollutant,Period,Month,Pval_mean,Pval_med
Kingston,PM25,2020,June,0.1596,0.0869
Kingston,NO2,2017-2019,January,0.0054,0.0058
Kingston,NO2,2017-2019,February,0.3505,0.7819
Kingston,NO2,2017-2019,March,0.0794,0.2614
Kingston,NO2,2017-2019,April,0.2584,0.1565
Kingston,NO2,2017-2019,May,0.3177,0.5466
Kingston,NO2,2017-2019,June,0.0167,0.0185
Kingston,NO2,2020,January,0.2066,0.0178
Kingston,NO2,2020,February,0.0197,0.025
Kingston,NO2,2020,March,0.1535,0.6077
Kingston,NO2,2020,April,0.0164,0.0206
Kingston,NO2,2020,May,0.0279,0.2278
Kingston,NO2,2020,June,0.4198,0.9002
Kitchener,O3,2017-2019,January,0.6274,0.3957
Kitchener,O3,2017-2019,February,0.9136,0.4938
Kitchener,O3,2017-2019,March,0.9683,0.5279
Kitchener,O3,2017-2019,April,0.6602,0.5079
Kitchener,O3,2017-2019,May,0.0094,0.0212
Kitchener,O3,2017-2019,June,0.7007,0.24
Kitchener,O3,2020,January,0.687,0.8666
Kitchener,O3,2020,February,0.0326,0.2534
Kitchener,O3,2020,March,0,0.0065
Kitchener,O3,2020,April,0.4339,0.4938
Kitchener,O3,2020,May,0.044,0.753
Kitchener,O3,2020,June,0.044,0.0591
Kitchener,PM25,2017-2019,January,0.9177,0.9648
Kitchener,PM25,2017-2019,February,0.5778,0.9262
Kitchener,PM25,2017-2019,March,0.0102,0.0065
Kitchener,PM25,2017-2019,April,0.3265,0.781
Kitchener,PM25,2017-2019,May,0.0013,0.0068
Kitchener,PM25,2017-2019,June,0.6959,0.3503
Kitchener,PM25,2020,January,0.599,0.6234
Kitchener,PM25,2020,February,0.0517,0.0344
Kitchener,PM25,2020,March,0.1937,0.0744
Kitchener,PM25,2020,April,0.2967,0.6376
Kitchener,PM25,2020,May,0.3649,0.3804
Kitchener,PM25,2020,June,0.2786,0.434
Kitchener,NO2,2017-2019,January,0.4732,0.15
Kitchener,NO2,2017-2019,February,0.5616,0.5591
Kitchener,NO2,2017-2019,March,3e-4,0.003
Kitchener,NO2,2017-2019,April,0.0417,0.0297
Kitchener,NO2,2017-2019,May,0.6872,0.9783
Kitchener,NO2,2017-2019,June,0.7075,0.9585
Kitchener,NO2,2020,January,0.6382,0.4886
Kitchener,NO2,2020,February,0.0571,0.3305
Kitchener,NO2,2020,March,0.6563,0.2398
Kitchener,NO2,2020,April,0.0283,0.0875
Kitchener,NO2,2020,May,0.1093,0.0324
Kitchener,NO2,2020,June,0,1e-4
London,O3,2017-2019,January,0.6896,0.5646
London,O3,2017-2019,February,0.3138,0.3284
London,O3,2017-2019,March,0.0469,0.1074
London,O3,2017-2019,April,0.3864,0.1316
London,O3,2017-2019,May,0.0013,0.0187
London,O3,2017-2019,June,0.4875,0.716
London,O3,2020,January,0.4472,0.5139
London,O3,2020,February,0.0058,0.053900000000000003
London,O3,2020,March,0,0
London,O3,2020,April,0.7163,0.6133
London,O3,2020,May,0.1197,0.4041
London,O3,2020,June,0.3208,0.5062
London,PM25,2017-2019,January,0.6659,0.7078
London,PM25,2017-2019,February,0.8601,0.9468
London,PM25,2017-2019,March,0.015,0.0059
London,PM25,2017-2019,April,0.4713,0.8383
London,PM25,2017-2019,May,3e-4,0.004
London,PM25,2017-2019,June,0.2518,0.1517
London,PM25,2020,January,0.9574,0.6783
London,PM25,2020,February,0.0581,0.1433
London,PM25,2020,March,0.4643,0.0399
London,PM25,2020,April,0.1089,0.0111
London,PM25,2020,May,0.0515,0.1654
London,PM25,2020,June,0.0854,0.1298
London,NO2,2017-2019,January,0.6607,0.7107
London,NO2,2017-2019,February,0.3921,0.66
London,NO2,2017-2019,March,0,1e-4
London,NO2,2017-2019,April,0.0113,0.0282
London,NO2,2017-2019,May,0.0683,0.1474
London,NO2,2017-2019,June,0.2752,0.3626
London,NO2,2020,January,0.7973,0.5948
London,NO2,2020,February,0.0146,0.0773
London,NO2,2020,March,0.2702,0.8829
London,NO2,2020,April,0.0011,0.0103
London,NO2,2020,May,0.0016,0.0163
London,NO2,2020,June,0.0053,0.0161
Milton,O3,2017-2019,January,NA,NA
Milton,O3,2017-2019,February,NA,NA
Milton,O3,2017-2019,March,NA,NA
Milton,O3,2017-2019,April,NA,NA
Milton,O3,2017-2019,May,NA,NA
Milton,O3,2017-2019,June,NA,NA
Milton,O3,2020,January,0.6718,0.879
Milton,O3,2020,February,0.2068,0.3973
Milton,O3,2020,March,0.0285,0.0102
Milton,O3,2020,April,0.0093,0.0531
Milton,O3,2020,May,0.0487,0.1559
Milton,O3,2020,June,0.0068,0.0288
Milton,PM25,2017-2019,January,NA,NA
Milton,PM25,2017-2019,February,NA,NA
Milton,PM25,2017-2019,March,NA,NA
Milton,PM25,2017-2019,April,NA,NA
Milton,PM25,2017-2019,May,NA,NA
Milton,PM25,2017-2019,June,NA,NA
Milton,PM25,2020,January,0.7664,0.7553
Milton,PM25,2020,February,0.096,0.3071
Milton,PM25,2020,March,0.1744,0.1044
Milton,PM25,2020,April,0.178,0.1672
Milton,PM25,2020,May,0.9204,0.2038
Milton,PM25,2020,June,0.6678,0.3934
Milton,NO2,2017-2019,January,NA,NA
Milton,NO2,2017-2019,February,NA,NA
Milton,NO2,2017-2019,March,NA,NA
Milton,NO2,2017-2019,April,NA,NA
Milton,NO2,2017-2019,May,NA,NA
Milton,NO2,2017-2019,June,NA,NA
Milton,NO2,2020,January,0.1605,0.1124
Milton,NO2,2020,February,0.1438,0.8447
Milton,NO2,2020,March,0.1098,0.1268
Milton,NO2,2020,April,0.0086,0.0137
Milton,NO2,2020,May,0.1479,0.0178
Milton,NO2,2020,June,0.0419,0.0808
Milton,SO2,2017-2019,January,NA,NA
Milton,SO2,2017-2019,February,NA,NA
Milton,SO2,2017-2019,March,NA,NA
Milton,SO2,2017-2019,April,NA,NA
Milton,SO2,2017-2019,May,NA,NA
Milton,SO2,2017-2019,June,NA,NA
Milton,SO2,2020,January,0,0
Milton,SO2,2020,February,0.2955,0.3246
Milton,SO2,2020,March,0,7e-4
Milton,SO2,2020,April,0,1e-4
Milton,SO2,2020,May,0.0028,0.0057
Milton,SO2,2020,June,1e-4,0.0017
Mississauga,O3,2017-2019,January,0.4853,0.4405
Mississauga,O3,2017-2019,February,0.5817,0.9654
Mississauga,O3,2017-2019,March,0.7527,0.7662
Mississauga,O3,2017-2019,April,0.4059,0.6271
Mississauga,O3,2017-2019,May,0.0027,0.0104
Mississauga,O3,2017-2019,June,0.1046,0.4301
Mississauga,O3,2020,January,0.8286,0.868
Mississauga,O3,2020,February,0.3886,0.4585
Mississauga,O3,2020,March,0.0014,3e-4
Mississauga,O3,2020,April,0.5053,0.4651
Mississauga,O3,2020,May,0.3066,0.8034
Mississauga,O3,2020,June,0.0279,0.0159
Mississauga,PM25,2017-2019,January,0.4956,0.7357
Mississauga,PM25,2017-2019,February,0.2081,0.4983
Mississauga,PM25,2017-2019,March,0.0021,8e-4
Mississauga,PM25,2017-2019,April,0.154,0.3526
Mississauga,PM25,2017-2019,May,0.0045,3e-4
Mississauga,PM25,2017-2019,June,0.409,0.4258
Mississauga,PM25,2020,January,0.6159,0.788
Mississauga,PM25,2020,February,0.0152,0.1364
Mississauga,PM25,2020,March,0.6064,0.5134
Mississauga,PM25,2020,April,0.4453,0.7581
Mississauga,PM25,2020,May,0.7467,0.1327
Mississauga,PM25,2020,June,0.5374,0.5878
Mississauga,NO2,2017-2019,January,0.5919,0.4081
Mississauga,NO2,2017-2019,February,0.4412,0.718
Mississauga,NO2,2017-2019,March,0.0098,0.1759
Mississauga,NO2,2017-2019,April,0.091,0.0806
Mississauga,NO2,2017-2019,May,0.4148,0.1443
Mississauga,NO2,2017-2019,June,0.0203,0.0339
Mississauga,NO2,2020,January,0.9459,0.8069
Mississauga,NO2,2020,February,0.3429,0.5457
Mississauga,NO2,2020,March,0.2404,0.2893
Mississauga,NO2,2020,April,0.0068,0.0802
Mississauga,NO2,2020,May,0.1035,0.126
Mississauga,NO2,2020,June,0.0771,0.2467
Newmarket,O3,2017-2019,January,0.2591,0.3097
Newmarket,O3,2017-2019,February,0.3196,0.251
Newmarket,O3,2017-2019,March,0.3384,0.4422
Newmarket,O3,2017-2019,April,0.0234,0.019
Newmarket,O3,2017-2019,May,0,0.0016
Newmarket,O3,2017-2019,June,0.411,0.5951
Newmarket,O3,2020,January,0.8304,0.6793
Newmarket,O3,2020,February,0.0195,0.085
Newmarket,O3,2020,March,7e-4,0
Newmarket,O3,2020,April,0.9839,0.8652
Newmarket,O3,2020,May,0.366,0.3958
Newmarket,O3,2020,June,0.0289,0.0714
Newmarket,PM25,2017-2019,January,0.0208,0.3536
Newmarket,PM25,2017-2019,February,0.1954,0.4302
Newmarket,PM25,2017-2019,March,0.0422,0.0136
Newmarket,PM25,2017-2019,April,0.1116,0.5189
Newmarket,PM25,2017-2019,May,0.0074,0.0104
Newmarket,PM25,2017-2019,June,0.2616,0.0757
Newmarket,PM25,2020,January,0.9846,0.6443
Newmarket,PM25,2020,February,0.0598,0.1546
Newmarket,PM25,2020,March,0.63,0.0461
Newmarket,PM25,2020,April,0.5564,0.6003
Newmarket,PM25,2020,May,0.5799,0.3855
Newmarket,PM25,2020,June,0.1089,0.0552
Newmarket,NO2,2017-2019,January,0.08,0.0929
Newmarket,NO2,2017-2019,February,0.2945,0.1321
Newmarket,NO2,2017-2019,March,0.0272,0.3708
Newmarket,NO2,2017-2019,April,0.3946,0.3246
Newmarket,NO2,2017-2019,May,0.1562,0.2804
Newmarket,NO2,2017-2019,June,0.9508,0.6328
Newmarket,NO2,2020,January,0.6566,0.7782
Newmarket,NO2,2020,February,2e-4,0.0111
Newmarket,NO2,2020,March,0.3894,0.7446
Newmarket,NO2,2020,April,0.0117,0.011
Newmarket,NO2,2020,May,0.1053,0.1142
Newmarket,NO2,2020,June,0.0358,0.2452
North_Bay,O3,2017-2019,January,0.0033,0.0025
North_Bay,O3,2017-2019,February,0.4038,0.0763
North_Bay,O3,2017-2019,March,0.2806,0.054
North_Bay,O3,2017-2019,April,0.674,0.9212
North_Bay,O3,2017-2019,May,0.787,0.3479
North_Bay,O3,2017-2019,June,0.2698,0.314
North_Bay,O3,2020,January,0.8772,0.709
North_Bay,O3,2020,February,0.0095,0.0316
North_Bay,O3,2020,March,0.2022,0.0406
North_Bay,O3,2020,April,0.0445,0.166
North_Bay,O3,2020,May,0.0697,0.1781
North_Bay,O3,2020,June,0.5155,0.9094
North_Bay,PM25,2017-2019,January,0.2428,0.1944
North_Bay,PM25,2017-2019,February,0.0019,0.0193
North_Bay,PM25,2017-2019,March,0.0011,0.0019
North_Bay,PM25,2017-2019,April,0.003,0.0069
North_Bay,PM25,2017-2019,May,0,0
North_Bay,PM25,2017-2019,June,0.1246,0.0102
North_Bay,PM25,2020,January,0.9605,0.572
North_Bay,PM25,2020,February,0.0248,0.0838
North_Bay,PM25,2020,March,0.9825,0.4383
North_Bay,PM25,2020,April,0.1377,0.3639
North_Bay,PM25,2020,May,0.851,0.9297
North_Bay,PM25,2020,June,0.065,0.2502
North_Bay,NO2,2017-2019,January,0.54,0.6387
North_Bay,NO2,2017-2019,February,0.0847,0.0256
North_Bay,NO2,2017-2019,March,0,0
North_Bay,NO2,2017-2019,April,0.0011,0.0044
North_Bay,NO2,2017-2019,May,0.0164,0.0161
North_Bay,NO2,2017-2019,June,0.1075,0.4215
North_Bay,NO2,2020,January,0.5274,0.9301
North_Bay,NO2,2020,February,0.0041,0.0421
North_Bay,NO2,2020,March,0.2168,0.525
North_Bay,NO2,2020,April,0.0092,0.101
North_Bay,NO2,2020,May,0.2414,0.7312
North_Bay,NO2,2020,June,0.897,0.3916
Oakville,O3,2017-2019,January,0.1163,0.1031
Oakville,O3,2017-2019,February,0.4622,0.9154
Oakville,O3,2017-2019,March,0.4824,0.7973
Oakville,O3,2017-2019,April,0.0568,0.0806
Oakville,O3,2017-2019,May,7e-4,8e-4
Oakville,O3,2017-2019,June,0.636,0.5064
Oakville,O3,2020,January,0.8258,0.8942
Oakville,O3,2020,February,0.156,0.5131
Oakville,O3,2020,March,0.0079,0.0019
Oakville,O3,2020,April,0.7168,0.8306
Oakville,O3,2020,May,0.3937,0.9297
Oakville,O3,2020,June,0.0069,0.0166
Oakville,PM25,2017-2019,January,0.8686,0.9992
Oakville,PM25,2017-2019,February,0.2693,0.8495
Oakville,PM25,2017-2019,March,6e-4,3e-4
Oakville,PM25,2017-2019,April,0.105,0.0636
Oakville,PM25,2017-2019,May,0.0029,0.0014
Oakville,PM25,2017-2019,June,0.1014,0.3989
Oakville,PM25,2020,January,0.1904,0.2222
Oakville,PM25,2020,February,0.0146,0.1257
Oakville,PM25,2020,March,0.846,0.1937
Oakville,PM25,2020,April,0.0435,0.103
Oakville,PM25,2020,May,0.1406,0.0882
Oakville,PM25,2020,June,0.9074,0.8202
Oakville,NO2,2017-2019,January,0.3513,0.8449
Oakville,NO2,2017-2019,February,0.3382,0.3214
Oakville,NO2,2017-2019,March,0.0129,0.0597
Oakville,NO2,2017-2019,April,0.0925,0.2333
Oakville,NO2,2017-2019,May,0.5078,0.2541
Oakville,NO2,2017-2019,June,0.0414,0.0324
Oakville,NO2,2020,January,0.7517,0.8396
Oakville,NO2,2020,February,0.0557,0.5366
Oakville,NO2,2020,March,0.4657,0.8419
Oakville,NO2,2020,April,0.0015,0.026
Oakville,NO2,2020,May,0.0116,0.0061
Oakville,NO2,2020,June,0.0392,0.187
Ottawa_Downtown,O3,2017-2019,January,0.7845,0.2959
Ottawa_Downtown,O3,2017-2019,February,0.7762,0.9218
Ottawa_Downtown,O3,2017-2019,March,0.4189,0.4674
Ottawa_Downtown,O3,2017-2019,April,0.0556,0.1274
Ottawa_Downtown,O3,2017-2019,May,0.0236,0.0191
Ottawa_Downtown,O3,2017-2019,June,0.6728,0.8077
Ottawa_Downtown,O3,2020,January,0.611,0.4619
Ottawa_Downtown,O3,2020,February,0.6209,0.4318
Ottawa_Downtown,O3,2020,March,0.0147,0.0065
Ottawa_Downtown,O3,2020,April,0.832,0.5903
Ottawa_Downtown,O3,2020,May,0.1964,0.3539
Ottawa_Downtown,O3,2020,June,0.013,0.0164
Ottawa_Downtown,PM25,2017-2019,January,0.4137,0.4045
Ottawa_Downtown,PM25,2017-2019,February,0.5924,0.2473
Ottawa_Downtown,PM25,2017-2019,March,0.0144,0.1307
Ottawa_Downtown,PM25,2017-2019,April,0.0693,0.5366
Ottawa_Downtown,PM25,2017-2019,May,0.0311,0.0057
Ottawa_Downtown,PM25,2017-2019,June,0.2881,0.1999
Ottawa_Downtown,PM25,2020,January,0.9589,0.6377
Ottawa_Downtown,PM25,2020,February,0.4888,0.4756
Ottawa_Downtown,PM25,2020,March,0.3126,0.0295
Ottawa_Downtown,PM25,2020,April,0.7519,0.2552
Ottawa_Downtown,PM25,2020,May,0.0328,0.036
Ottawa_Downtown,PM25,2020,June,0.0953,0.0557
Ottawa_Downtown,NO2,2017-2019,January,0.3772,0.7299
Ottawa_Downtown,NO2,2017-2019,February,0.2163,0.2466
Ottawa_Downtown,NO2,2017-2019,March,0.0013,0.0187
Ottawa_Downtown,NO2,2017-2019,April,0.037,0.0621
Ottawa_Downtown,NO2,2017-2019,May,0.0152,0.0699
Ottawa_Downtown,NO2,2017-2019,June,0.8998,0.5866
Ottawa_Downtown,NO2,2020,January,0.6866,0.6328
Ottawa_Downtown,NO2,2020,February,0.2546,0.3072
Ottawa_Downtown,NO2,2020,March,0.5655,0.8489
Ottawa_Downtown,NO2,2020,April,0.0031,0.1751
Ottawa_Downtown,NO2,2020,May,0.0839,0.2183
Ottawa_Downtown,NO2,2020,June,0.023,0.138
Ottawa_Downtown,CO,2017-2019,January,NA,NA
Ottawa_Downtown,CO,2017-2019,February,NA,NA
Ottawa_Downtown,CO,2017-2019,March,0.0811,0.1669
Ottawa_Downtown,CO,2017-2019,April,0.0822,0.1625
Ottawa_Downtown,CO,2017-2019,May,0.002,7e-4
Ottawa_Downtown,CO,2017-2019,June,0.1118,0.0458
Ottawa_Downtown,CO,2020,January,0.5536,0.4805
Ottawa_Downtown,CO,2020,February,0.4342,0.1844
Ottawa_Downtown,CO,2020,March,0.5838,0.1356
Ottawa_Downtown,CO,2020,April,0,0
Ottawa_Downtown,CO,2020,May,0.3427,0.0103
Ottawa_Downtown,CO,2020,June,0.1606,0.3187
Ottawa_Downtown,SO2,2017-2019,January,0.0013,0
Ottawa_Downtown,SO2,2017-2019,February,0.0151,0.0181
Ottawa_Downtown,SO2,2017-2019,March,4e-4,0
Ottawa_Downtown,SO2,2017-2019,April,3e-4,0
Ottawa_Downtown,SO2,2017-2019,May,0,0
Ottawa_Downtown,SO2,2017-2019,June,0,0.0014
Ottawa_Downtown,SO2,2020,January,0.9379,0.6434
Ottawa_Downtown,SO2,2020,February,0.0442,0.0159
Ottawa_Downtown,SO2,2020,March,0.6646,0.0203
Ottawa_Downtown,SO2,2020,April,0.017,0.0031
Ottawa_Downtown,SO2,2020,May,0.0016,0.0192
Ottawa_Downtown,SO2,2020,June,1e-4,0.0062
Oshawa,O3,2017-2019,January,0.9457,0.9396
Oshawa,O3,2017-2019,February,0.5081,0.9189
Oshawa,O3,2017-2019,March,0.0044,0.0011
Oshawa,O3,2017-2019,April,0.0278,0.0419
Oshawa,O3,2017-2019,May,0.0022,0.0017
Oshawa,O3,2017-2019,June,0.0769,0.6206
Oshawa,O3,2020,January,0.8616,0.5196
Oshawa,O3,2020,February,0.0093,0.0608
Oshawa,O3,2020,March,0.1825,0.2243
Oshawa,O3,2020,April,0.0095,0.075
Oshawa,O3,2020,May,0.8962,0.1588
Oshawa,O3,2020,June,1e-4,0.002
Oshawa,PM25,2017-2019,January,0.5567,0.9614
Oshawa,PM25,2017-2019,February,0.7912,0.544
Oshawa,PM25,2017-2019,March,0.0548,0.0426
Oshawa,PM25,2017-2019,April,0.107,0.0249
Oshawa,PM25,2017-2019,May,NA,NA
Oshawa,PM25,2017-2019,June,NA,NA
Oshawa,PM25,2020,January,0.6484,0.9069
Oshawa,PM25,2020,February,0.6509,0.9065
Oshawa,PM25,2020,March,0.7018,0.3258
Oshawa,PM25,2020,April,0.8078,0.6505
Oshawa,PM25,2020,May,0.2519,0.8115
Oshawa,PM25,2020,June,0.064,0.2137
Oshawa,NO2,2017-2019,January,0.0063,0.0076
Oshawa,NO2,2017-2019,February,0.0036,0.0341
Oshawa,NO2,2017-2019,March,0.0115,0.0915
Oshawa,NO2,2017-2019,April,0.0639,0.2
Oshawa,NO2,2017-2019,May,7e-4,9e-4
Oshawa,NO2,2017-2019,June,0,3e-4
Oshawa,NO2,2020,January,0.4975,0.4004
Oshawa,NO2,2020,February,0.0056,0.0342
Oshawa,NO2,2020,March,0.2024,0.3824
Oshawa,NO2,2020,April,0.0012,0.0082
Oshawa,NO2,2020,May,0.0239,0.0827
Oshawa,NO2,2020,June,0.028,0.1596
Parry_Sound,O3,2017-2019,January,0.8578,0.7148
Parry_Sound,O3,2017-2019,February,0.7663,0.2735
Parry_Sound,O3,2017-2019,March,0.2023,0.0989
Parry_Sound,O3,2017-2019,April,5e-4,0.0055
Parry_Sound,O3,2017-2019,May,0.0011,2e-4
Parry_Sound,O3,2017-2019,June,0.7953,0.8343
Parry_Sound,O3,2020,January,0.8637,0.8949
Parry_Sound,O3,2020,February,0.0313,0.0929
Parry_Sound,O3,2020,March,0.0944,0.2051
Parry_Sound,O3,2020,April,0.3008,0.3743
Parry_Sound,O3,2020,May,0.499,0.2131
Parry_Sound,O3,2020,June,0.1051,0.2911
Parry_Sound,PM25,2017-2019,January,0.1718,0.7399
Parry_Sound,PM25,2017-2019,February,0.0117,0.0371
Parry_Sound,PM25,2017-2019,March,0.0107,0.0251
Parry_Sound,PM25,2017-2019,April,0.0281,0.0517
Parry_Sound,PM25,2017-2019,May,0,0
Parry_Sound,PM25,2017-2019,June,0.4375,0.0825
Parry_Sound,PM25,2020,January,0.6754,0.3562
Parry_Sound,PM25,2020,February,0.0478,0.0177
Parry_Sound,PM25,2020,March,0.818,0.5527
Parry_Sound,PM25,2020,April,0.0945,0.2873
Parry_Sound,PM25,2020,May,0.9579,0.4532
Parry_Sound,PM25,2020,June,0.0011,1e-4
Parry_Sound,NO2,2017-2019,January,0.0999,0.3065
Parry_Sound,NO2,2017-2019,February,0.0832,0.004
Parry_Sound,NO2,2017-2019,March,0.0074,0.0228
Parry_Sound,NO2,2017-2019,April,0.3463,0.3485
Parry_Sound,NO2,2017-2019,May,0.0325,0.1344
Parry_Sound,NO2,2017-2019,June,0.4575,0.8857
Parry_Sound,NO2,2020,January,0.259,0.5788
Parry_Sound,NO2,2020,February,0.036,0.2185
Parry_Sound,NO2,2020,March,0.2863,0.9445
Parry_Sound,NO2,2020,April,0.0801,0.6486
Parry_Sound,NO2,2020,May,0.4059,0.5974
Parry_Sound,NO2,2020,June,0.2883,0.3708
Peterborough,O3,2017-2019,January,0.8021,0.5358
Peterborough,O3,2017-2019,February,0.0618,0.0554
Peterborough,O3,2017-2019,March,0.712,0.6047
Peterborough,O3,2017-2019,April,0.1108,0.0656
Peterborough,O3,2017-2019,May,0,0.0025
Peterborough,O3,2017-2019,June,0.6109,0.5419
Peterborough,O3,2020,January,0.3271,0.4667
Peterborough,O3,2020,February,0.1429,0.0617
Peterborough,O3,2020,March,2e-4,3e-4
Peterborough,O3,2020,April,0.6066,0.5072
Peterborough,O3,2020,May,0.0842,0.3635
Peterborough,O3,2020,June,0.0477,0.0148
Peterborough,PM25,2017-2019,January,0.2639,0.7556
Peterborough,PM25,2017-2019,February,0.2351,0.2152
Peterborough,PM25,2017-2019,March,0.0024,0.0088
Peterborough,PM25,2017-2019,April,0.1656,0.1617
Peterborough,PM25,2017-2019,May,2e-4,0
Peterborough,PM25,2017-2019,June,0.176,0.0219
Peterborough,PM25,2020,January,0.4458,0.2872
Peterborough,PM25,2020,February,0.0098,0.0374
Peterborough,PM25,2020,March,0.6616,0.2641
Peterborough,PM25,2020,April,0.5487,0.6642
Peterborough,PM25,2020,May,0.2875,0.3083
Peterborough,PM25,2020,June,0.0461,0.076
Peterborough,NO2,2017-2019,January,0.0758,0.002
Peterborough,NO2,2017-2019,February,0.0131,0.0299
Peterborough,NO2,2017-2019,March,5e-4,0.0018
Peterborough,NO2,2017-2019,April,0.2481,0.704
Peterborough,NO2,2017-2019,May,0.0035,6e-4
Peterborough,NO2,2017-2019,June,0.1047,0.2335
Peterborough,NO2,2020,January,0.4106,0.4798
Peterborough,NO2,2020,February,0.0246,0.2403
Peterborough,NO2,2020,March,0.9849,0.724
Peterborough,NO2,2020,April,0.0122,0.0677
Peterborough,NO2,2020,May,0.4194,0.623
Peterborough,NO2,2020,June,0.5883,0.5985
Port_Stanley,O3,2017-2019,January,0.0086,0.077
Port_Stanley,O3,2017-2019,February,0.9976,0.4594
Port_Stanley,O3,2017-2019,March,0,0
Port_Stanley,O3,2017-2019,April,0.0194,0.1351
Port_Stanley,O3,2017-2019,May,0.0026,0.0038
Port_Stanley,O3,2017-2019,June,0.7662,0.8524
Port_Stanley,O3,2020,January,0.5117,0.9664
Port_Stanley,O3,2020,February,0.7801,0.5968
Port_Stanley,O3,2020,March,0,0
Port_Stanley,O3,2020,April,0.093,0.0835
Port_Stanley,O3,2020,May,0.0293,0.0672
Port_Stanley,O3,2020,June,0.7596,0.3114
Port_Stanley,PM25,2017-2019,January,0.8732,0.8798
Port_Stanley,PM25,2017-2019,February,0.8663,0.7856
Port_Stanley,PM25,2017-2019,March,0.0032,0.0074
Port_Stanley,PM25,2017-2019,April,0.4289,0.9251
Port_Stanley,PM25,2017-2019,May,1e-4,0.0015
Port_Stanley,PM25,2017-2019,June,0.3431,0.2037
Port_Stanley,PM25,2020,January,0.9274,0.6378
Port_Stanley,PM25,2020,February,0.0448,0.3
Port_Stanley,PM25,2020,March,0.6277,0.0612
Port_Stanley,PM25,2020,April,0.469,0.7754
Port_Stanley,PM25,2020,May,0.1151,0.1416
Port_Stanley,PM25,2020,June,0.2289,0.0548
Port_Stanley,NO2,2017-2019,January,0.5504,0.4667
Port_Stanley,NO2,2017-2019,February,0.0082,0.1222
Port_Stanley,NO2,2017-2019,March,6e-4,0.0097
Port_Stanley,NO2,2017-2019,April,0.5147,0.465
Port_Stanley,NO2,2017-2019,May,0,0
Port_Stanley,NO2,2017-2019,June,0.0038,0.018
Port_Stanley,NO2,2020,January,0.624,0.7254
Port_Stanley,NO2,2020,February,0.7378,0.5882
Port_Stanley,NO2,2020,March,0.3993,0.6498
Port_Stanley,NO2,2020,April,0.0016,0.0093
Port_Stanley,NO2,2020,May,0.0021,0.0077
Port_Stanley,NO2,2020,June,0.793,0.5413
Sarnia,O3,2017-2019,January,0.0542,0.1479
Sarnia,O3,2017-2019,February,0.0942,0.3104
Sarnia,O3,2017-2019,March,0.0126,0.0215
Sarnia,O3,2017-2019,April,0.0025,0.0158
Sarnia,O3,2017-2019,May,0.0066,0.2337
Sarnia,O3,2017-2019,June,0.6788,0.705
Sarnia,O3,2020,January,0.4271,0.8525
Sarnia,O3,2020,February,0.0098,0.0082
Sarnia,O3,2020,March,0,0
Sarnia,O3,2020,April,0,2e-4
Sarnia,O3,2020,May,3e-4,9e-4
Sarnia,O3,2020,June,0.9881,0.9226
Sarnia,PM25,2017-2019,January,0.2387,0.2901
Sarnia,PM25,2017-2019,February,0.3312,0.4801
Sarnia,PM25,2017-2019,March,0.0443,0.016
Sarnia,PM25,2017-2019,April,0.2723,0.4357
Sarnia,PM25,2017-2019,May,0.109,0.0965
Sarnia,PM25,2017-2019,June,0.6249,0.8561
Sarnia,PM25,2020,January,0.4395,0.4271
Sarnia,PM25,2020,February,0.017,0.0638
Sarnia,PM25,2020,March,0.0889,0.0845
Sarnia,PM25,2020,April,0.7309,0.8874
Sarnia,PM25,2020,May,0.8428,0.7447
Sarnia,PM25,2020,June,0.0428,0.1583
Sarnia,NO2,2017-2019,January,0.5407,0.5635
Sarnia,NO2,2017-2019,February,0.2399,0.0257
Sarnia,NO2,2017-2019,March,0.0072,0.0503
Sarnia,NO2,2017-2019,April,0.0085,0.1356
Sarnia,NO2,2017-2019,May,0.0011,0.0145
Sarnia,NO2,2017-2019,June,0.0965,0.0494
Sarnia,NO2,2020,January,0.2906,0.4049
